SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1250 S Miami Ave #1906,Miami,FL,33130,579000,2,2.0,VUE AT BRICKELL CONDO,1143,,2004,45,507,986,Active,,,https://www.redfin.com/FL/Miami/1250-S-Miami-Ave-33130/unit-1906/home/43321821,MARMLS,A11435368,N,Y,25.762418,-80.1936698
MLS Listing,,Condo/Co-op,88 SW 7th St #2205,Miami,FL,33130,1149000,2,2.5,RISE CONDO,,,2016,47,,1442,Active,,,https://www.redfin.com/FL/Miami/88-SW-7th-St-33130/unit-2205/home/110142290,MARMLS,A11438754,N,Y,25.7672413,-80.1946765
MLS Listing,,Condo/Co-op,1100 S Miami Ave #3810,Miami,FL,33130,850000,2,2.0,1100 MILLECENTO RESIDENCE,1165,,2015,48,730,920,Active,,,https://www.redfin.com/FL/Miami/1100-S-Miami-Ave-33130/unit-3810/home/55273085,MARMLS,A11434500,N,Y,25.7632808,-80.1935465
MLS Listing,,Condo/Co-op,45 SW 9th St #4004,Miami,FL,33130,675000,1,2.0,BRICKELL HEIGHTS EAST CON,843,,2017,49,801,825,Active,,,https://www.redfin.com/FL/Miami/45-SW-9th-St-33130/unit-4004/home/79134777,MARMLS,A11437585,N,Y,25.7656264,-80.1937392
MLS Listing,,Condo/Co-op,45 SW 9th St #1604,Miami,FL,33130,650000,1,2.0,BRICKELL HEIGHTS EAST,843,,2017,49,771,1650,Active,,,https://www.redfin.com/FL/Miami/45-SW-9th-St-33130/unit-1604/home/79134759,MARMLS,A11433958,N,Y,25.7656264,-80.1937392
MLS Listing,,Condo/Co-op,801 S Miami Ave #1805,Miami,FL,33130,1325000,2,2.0,801 SMA RESIDENCE CONDO,1152,,2018,53,1150,1475,Active,,,https://www.redfin.com/FL/Miami/801-S-Miami-Ave-33130/unit-1805/home/79137740,MARMLS,A11435326,N,Y,25.765952,-80.1930337
MLS Listing,,Condo/Co-op,88 SW 7th St #1801,Miami,FL,33130,1270000,2,2.5,RISE CONDO,1270,,2016,53,1000,1272,Active,,,https://www.redfin.com/FL/Miami/88-SW-7th-St-33130/unit-1801/home/110142088,MARMLS,A11435272,N,Y,25.7672413,-80.1946765
MLS Listing,,Condo/Co-op,92 SW 3rd St #5108,Miami,FL,33130,497000,1,1.5,MINT CONDO,754,,2010,55,659,822,Active,,,https://www.redfin.com/FL/Miami/92-SW-3rd-St-33130/unit-5108/home/43446294,MARMLS,A11434472,N,Y,25.7700997,-80.1950909
MLS Listing,,Condo/Co-op,1300 S Miami Ave #3507,Miami,FL,33130,535000,1,1.0,1300 S MIAMI AVENUE CONDO,570,,2016,56,939,563,Active,,,https://www.redfin.com/FL/Miami/1300-S-Miami-Ave-33130/unit-3507/home/56742835,MARMLS,A11433919,N,Y,25.7612047,-80.1935966
MLS Listing,,Condo/Co-op,999 SW 1st Ave #1605,Miami,FL,33130,725000,2,2.0,NINE AT MARY BRICKELL VIL,1274,,2015,57,569,1300,Active,,,https://www.redfin.com/FL/Miami/999-SW-1st-Ave-33130/unit-1605/home/110129816,MARMLS,A11431991,N,Y,25.7646567,-80.19497
