SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1036 Ocean Dr Unit B301A,Miami Beach,FL,33139,395000,1,1.0,THE STRAND ON OCEAN DRIVE,440,,1964,7,898,954,Active,,,https://www.redfin.com/FL/Miami-Beach/1036-Ocean-Dr-33139/unit-B301A/home/43347516,MARMLS,A11460735,N,Y,25.7811276,-80.1307985
MLS Listing,,Condo/Co-op,300 S Pointe Dr #606,Miami Beach,FL,33139,2000000,2,2.0,PORTOFINO TOWER CONDO,1780,,1996,7,1124,2555,Active,,,https://www.redfin.com/FL/Miami-Beach/300-S-Pointe-Dr-33139/unit-606/home/43414526,MARMLS,A11460678,N,Y,25.7677055,-80.1348768
MLS Listing,,Condo/Co-op,950 Euclid Ave #202,Miami Beach,FL,33139,280000,1,1.5,EASTVIEW VILLAS CONDO SOU,730,,1975,7,384,283,Active,,,https://www.redfin.com/FL/Miami-Beach/950-Euclid-Ave-33139/unit-202/home/42796967,MARMLS,A11459802,N,Y,25.7804706,-80.1355391
MLS Listing,,Single Family Residential,820 15th St,Miami Beach,FL,33139,235000,1,1.0,ANNI VENTI CONDO,406,,1950,7,579,386,Active,,,https://www.redfin.com/FL/Miami-Beach/820-15th-St-33139/home/42794027,MARMLS,A11460626,N,Y,25.7871413,-80.1369678
MLS Listing,,Condo/Co-op,851 Meridian Ave #42,Miami Beach,FL,33139,240000,0,1.0,MERIDIAN MANOR CONDO,400,,1965,7,600,279,Active,,,https://www.redfin.com/FL/Miami-Beach/851-Meridian-Ave-33139/unit-42/home/42789721,MARMLS,A11459908,N,Y,25.7792922,-80.1358496
MLS Listing,,Condo/Co-op,100 S Pointe Dr #701,Miami Beach,FL,33139,4500000,2,2.5,CONTINUUM ON SOUTH BEACH,1591,,2002,7,2828,3522,Active,,,https://www.redfin.com/FL/Miami-Beach/100-S-Pointe-Dr-33139/unit-701/home/43288510,MARMLS,A11460351,N,Y,25.7671215,-80.1327822
MLS Listing,,Condo/Co-op,1508 Pennsylvania Ave Unit 11B,Miami Beach,FL,33139,749000,3,2.0,HARRIET COURT CONDO,1217,,1935,7,615,1185,Active,October-7-2023 02:00 PM,October-7-2023 03:30 PM,https://www.redfin.com/FL/Miami-Beach/1508-Pennsylvania-Ave-33139/unit-11B/home/43334725,MARMLS,A11459563,N,Y,25.7878783,-80.1345497
MLS Listing,,Condo/Co-op,450 Alton Rd #3601,Miami Beach,FL,33139,4650000,3,3.5,ICON CONDO,2145,,2005,8,2168,2926,Active,,,https://www.redfin.com/FL/Miami-Beach/450-Alton-Rd-33139/unit-3601/home/43320529,MARMLS,A11458432,N,Y,25.7736596,-80.1411255
MLS Listing,,Condo/Co-op,1341 15th St #205,Miami Beach,FL,33139,335000,1,1.0,SAGE ON 15TH CONDO,607,,1951,8,552,444,Active,,,https://www.redfin.com/FL/Miami-Beach/1341-15th-St-33139/unit-205/home/43436077,MARMLS,A11460128,N,Y,25.7875729,-80.1431637
MLS Listing,,Single Family Residential,433 E Dilido Dr,Miami Beach,FL,33139,9500000,4,4.0,DI LIDO ISLAND,3008,10500,1932,8,3158,,Active,,,https://www.redfin.com/FL/Miami-Beach/433-E-Dilido-Dr-33139/home/43457473,MARMLS,A11459282,N,Y,25.7911457,-80.1584082
MLS Listing,,Condo/Co-op,1035 West Ave Ph 07,Miami Beach,FL,33139,330000,1,1.0,MIRADOR 1035 CONDO,578,,1979,8,571,485,Active,,,https://www.redfin.com/FL/Miami-Beach/1035-West-Ave-33139/unit-07/home/43319246,MARMLS,A11460011,N,Y,25.7812664,-80.1420373
MLS Listing,,Condo/Co-op,1000 West Ave #330,Miami Beach,FL,33139,349000,1,1.0,MIRADOR 1000 CONDO,787,,1968,8,443,897,Active,,,https://www.redfin.com/FL/Miami-Beach/1000-West-Ave-33139/unit-330/home/43321850,MARMLS,A11459825,N,Y,25.7808649,-80.1427275
MLS Listing,,Condo/Co-op,435 21st St #208,Miami Beach,FL,33139,369000,1,1.0,ARTECITY GOVERNOR CONDO,596,,1936,8,619,824,Active,,,https://www.redfin.com/FL/Miami-Beach/435-21st-St-33139/unit-208/home/43410092,MARMLS,A11452813,N,Y,25.7974869,-80.1313021
MLS Listing,,Condo/Co-op,345 Ocean Dr #219,Miami Beach,FL,33139,379999,1,1.0,OCEAN POINT CONDO,659,,1970,8,577,732,Active,,,https://www.redfin.com/FL/Miami-Beach/345-Ocean-Dr-33139/unit-219/home/42804577,MARMLS,A11459591,N,Y,25.7728834,-80.1316491
MLS Listing,,Condo/Co-op,400 S Pointe Dr #2010,Miami Beach,FL,33139,2100000,2,2.0,SOUTH POINTE TOWERS CONDO,1559,,1987,8,1347,2301,Active,,,https://www.redfin.com/FL/Miami-Beach/400-S-Pointe-Dr-33139/unit-2010/home/42801754,MARMLS,A11459835,N,Y,25.7672945,-80.1341845
MLS Listing,,Condo/Co-op,5 Island Ave Unit 10K,Miami Beach,FL,33139,550000,1,1.0,ISLAND TERRACE CONDO,680,,1967,8,809,831,Active,October-7-2023 10:00 AM,October-7-2023 12:00 PM,https://www.redfin.com/FL/Miami-Beach/5-Island-Ave-33139/unit-10K/home/42792940,MARMLS,A11459768,N,Y,25.7905617,-80.1494437
MLS Listing,,Condo/Co-op,716 Michigan Ave #202,Miami Beach,FL,33139,279000,1,1.0,MICHIGAN TOWERS CONDO,740,,1970,8,377,1004,Active,,,https://www.redfin.com/FL/Miami-Beach/716-Michigan-Ave-33139/unit-202/home/43368913,MARMLS,A11458627,N,Y,25.777409,-80.1387519
MLS Listing,,Condo/Co-op,,Miami Beach,FL,33139,245000,0,1.0,,380,,1962,8,645,317,Active,,,https://www.redfin.com/FL/Miami-Beach/Undisclosed-address-33139/home/42790609,MARMLS,A11459314,N,Y,25.7816671,-80.1343534
MLS Listing,,Condo/Co-op,1215 West Ave #510,Miami Beach,FL,33139,370000,1,1.0,BAY VIEW SUB,502,,2016,8,737,550,Active,,,https://www.redfin.com/FL/Miami-Beach/1215-West-Ave-33139/unit-510/home/110153279,MARMLS,A11445894,N,Y,25.7829555,-80.1418753
MLS Listing,,Condo/Co-op,1401 Bay Rd #405,Miami Beach,FL,33139,620000,2,2.0,THE SAILS CONDO,990,,1999,8,626,878,Active,,,https://www.redfin.com/FL/Miami-Beach/1401-Bay-Rd-33139/unit-405/home/42793877,MARMLS,A11459325,N,Y,25.7854748,-80.1432509
MLS Listing,,Condo/Co-op,321 Ocean Dr Unit BH-201,Miami Beach,FL,33139,13900000,5,5.5,321 OCEAN CONDO,4431,,2015,8,3137,21442,Active,,,https://www.redfin.com/FL/Miami-Beach/321-Ocean-Dr-33139/unit-201/home/45471133,MARMLS,A11444943,N,Y,25.772259,-80.131727
MLS Listing,,Single Family Residential,327 E Rivo Alto Dr,Miami Beach,FL,33139,30600000,6,6.5,RIVO ALTO AMD,5479,15750,1939,8,5585,,Active,,,https://www.redfin.com/FL/Miami-Beach/327-E-Rivo-Alto-Dr-33139/home/42790236,MARMLS,A11450741,N,Y,25.7927295,-80.154415
MLS Listing,,Single Family Residential,508 W Dilido Dr,Miami Beach,FL,33139,23500000,4,4.5,DI LIDO ISLAND,5501,10500,2018,9,4272,,Active,,,https://www.redfin.com/FL/Miami-Beach/508-W-Dilido-Dr-33139/home/42782082,MARMLS,A11451501,N,Y,25.7920168,-80.1600153
MLS Listing,,Condo/Co-op,401 Ocean Dr #509,Miami Beach,FL,33139,499000,1,1.0,THE PRESIDENTIAL CONDO,655,,1970,9,762,598,Active,November-25-2023 11:00 AM,November-25-2023 01:00 PM,https://www.redfin.com/FL/Miami-Beach/401-Ocean-Dr-33139/unit-509/home/42801719,MARMLS,A11459286,N,Y,25.773532,-80.132071
MLS Listing,,Condo/Co-op,243 Meridian Ave #215,Miami Beach,FL,33139,2345000,3,2.5,ARMITAGE PLACE NO 1A COND,1869,,2006,9,1255,1170,Active,,,https://www.redfin.com/FL/Miami-Beach/243-Meridian-Ave-33139/unit-215/home/43471070,MARMLS,A11458457,N,Y,25.771903,-80.1357733
MLS Listing,,Single Family Residential,244 W San Marino Dr,Miami Beach,FL,33139,13950000,4,4.0,SAN MARINO ISLAND,3702,10500,1941,9,3768,,Active,October-7-2023 01:00 PM,October-7-2023 04:00 PM,https://www.redfin.com/FL/Miami-Beach/244-W-San-Marino-Dr-33139/home/42783409,MARMLS,A11457365,N,Y,25.7911953,-80.1638119
MLS Listing,,Condo/Co-op,100 Lincoln Rd #1422,Miami Beach,FL,33139,499940,1,1.5,THE DECOPLAGE CONDO,850,,1965,9,588,903,Active,,,https://www.redfin.com/FL/Miami-Beach/100-Lincoln-Rd-33139/unit-1422/home/42799197,MARMLS,A11459242,N,Y,25.7904391,-80.1296945
MLS Listing,,Condo/Co-op,1100 West Ave #427,Miami Beach,FL,33139,500000,1,1.0,1100 WEST CONDO,610,,1964,9,820,2000,Active,,,https://www.redfin.com/FL/Miami-Beach/1100-West-Ave-33139/unit-427/home/43397118,MARMLS,A11459112,N,Y,25.7817857,-80.1428147
MLS Listing,,Condo/Co-op,1200 West Ave Ph 15,Miami Beach,FL,33139,590000,1,1.5,MIRADOR 1200 CONDO,990,,1965,10,596,1050,Active,,,https://www.redfin.com/FL/Miami-Beach/1200-West-Ave-33139/unit-15/home/43326659,MARMLS,A11458087,N,Y,25.782981,-80.142902
MLS Listing,,Condo/Co-op,200 Ocean Dr Unit 5D,Miami Beach,FL,33139,1499000,2,2.0,200 OCEAN DRIVE CONDO,1110,,2000,10,1350,1244,Active,,,https://www.redfin.com/FL/Miami-Beach/200-Ocean-Dr-33139/unit-5D/home/43266027,MARMLS,A11451025,N,Y,25.7710296,-80.1329238
MLS Listing,,Condo/Co-op,1590 Michigan Ave #7,Miami Beach,FL,33139,270000,1,1.0,MICHIGAN MANOR CONDO,693,,1965,10,390,512,Active,,,https://www.redfin.com/FL/Miami-Beach/1590-Michigan-Ave-33139/unit-7/home/42791764,MARMLS,A11454637,N,Y,25.7887792,-80.1388656
MLS Listing,,Condo/Co-op,1100 West Ave Unit TS-1,Miami Beach,FL,33139,3120000,2,2.0,1100 WEST CONDO,1159,,1964,10,2692,3300,Active,,,https://www.redfin.com/FL/Miami-Beach/1100-West-Ave-33139/unit-TS-1/home/43380714,MARMLS,A11458463,N,Y,25.7817857,-80.1428147
MLS Listing,,Condo/Co-op,1008 Jefferson Ave #203,Miami Beach,FL,33139,339900,2,1.0,JADE CONDO,660,,1935,10,515,651,Active,,,https://www.redfin.com/FL/Miami-Beach/1008-Jefferson-Ave-33139/unit-203/home/42803485,MARMLS,A11458562,N,Y,25.7808675,-80.1377169
MLS Listing,,Single Family Residential,247 E Rivo Alto Dr,Miami Beach,FL,33139,18500000,6,6.5,RIVO ALTO AMD,5292,10500,2021,10,3496,,Active,,,https://www.redfin.com/FL/Miami-Beach/247-E-Rivo-Alto-Dr-33139/home/42789234,MARMLS,A11452212,N,Y,25.7918141,-80.1542725
