SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,5948 W 78th St,Los Angeles,CA,90045,1999000,4,2.0,Westchester,1770,9552,1952,5,1129,,Active,,,https://www.redfin.com/CA/Los-Angeles/5948-W-78th-St-90045/home/6607815,TheMLS,23-307031,N,Y,33.9686597,-118.3882534
MLS Listing,,Single Family Residential,8005 Holy Cross Pl,Los Angeles,CA,90045,1499000,4,2.0,Westchester,1522,4801,1944,5,985,,Active,September-30-2023 02:00 PM,September-30-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/8005-Holy-Cross-Pl-90045/home/6619697,TheMLS,23-312713,N,Y,33.9656283,-118.415968
MLS Listing,,Single Family Residential,7810 Agnew Ave,Los Angeles,CA,90045,1795000,4,3.0,Westchester,1813,5775,1948,6,990,2,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/7810-Agnew-Ave-90045/home/6614276,TheMLS,23-313027,N,Y,33.9699145,-118.4082991
MLS Listing,,Single Family Residential,7831 Beland Ave,Los Angeles,CA,90045,1795000,4,3.0,Westchester,2548,8041,1950,8,704,2,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/7831-Beland-Ave-90045/home/6613831,TheMLS,23-312695,N,Y,33.9702807,-118.404672
PAST SALE,March-9-2016,Condo/Co-op,7122 La Tijera Blvd Unit I102,Westchester,CA,90045,650000,2,2.0,C29 - Westchester,1038,23909,1991,8,626,382,Pending,,,https://www.redfin.com/CA/Los-Angeles/7122-La-Tijera-Blvd-90045/unit-I102/home/8126330,CRMLS,SB23166314,N,Y,33.9733752,-118.375953
PAST SALE,,Single Family Residential,8324 Mcconnell Ave,Los Angeles,CA,90045,1240000,3,2.0,Westchester,1380,6079,1947,8,899,2,Pending,,,https://www.redfin.com/CA/Los-Angeles/8324-McConnell-Ave-90045/home/6618216,TheMLS,23-300607,N,Y,33.9627282,-118.4111835
MLS Listing,,Single Family Residential,7906 Kittyhawk Ave,Los Angeles,CA,90045,1638000,4,3.0,C29 - Westchester,1817,5798,1947,8,901,,Active,,,https://www.redfin.com/CA/Los-Angeles/7906-Kittyhawk-Ave-90045/home/6605244,CRMLS,PW23173293,N,Y,33.966719,-118.3825468
MLS Listing,,Single Family Residential,8841 Croydon Ave,Los Angeles,CA,90045,1699000,4,2.0,Westchester,2033,6128,1942,10,836,,Active,,,https://www.redfin.com/CA/Los-Angeles/8841-Croydon-Ave-90045/home/6635534,TheMLS,23-312159,N,Y,33.9563196,-118.3908192
MLS Listing,,Single Family Residential,8311 Colegio Dr,Los Angeles,CA,90045,1349000,2,2.0,Westchester,1182,5002,1942,10,1141,,Active,,,https://www.redfin.com/CA/Los-Angeles/8311-Colegio-Dr-90045/home/6622624,TheMLS,23-310847,N,Y,33.9617699,-118.4224535
MLS Listing,,Single Family Residential,7509 W 88th St,Los Angeles,CA,90045,2345000,5,5.0,Westchester,2767,6226,1958,11,847,,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/7509-W-88th-St-90045/home/6632775,TheMLS,23-309619,N,Y,33.957708,-118.4256887
MLS Listing,,Multi-Family (2-4 Unit),8300 Wiley Post Ave,Los Angeles,CA,90045,995000,2,2.0,Westchester,1196,,1943,11,832,,Active,,,https://www.redfin.com/CA/Los-Angeles/8300-Wiley-Post-Ave-90045/home/6609143,TheMLS,23-311503,N,Y,33.9624699,-118.3873495
MLS Listing,,Single Family Residential,6523 W 87th St,Los Angeles,CA,90045,1195000,3,2.0,Westchester,1278,6206,1944,11,935,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/6523-W-87th-St-90045/home/6634668,TheMLS,23-311739,N,Y,33.9587853,-118.402554
MLS Listing,,Single Family Residential,8461 Truxton Ave,Westchester,CA,90045,1690000,3,3.0,C29 - Westchester,1582,6001,1941,11,1068,,Active,,,https://www.redfin.com/CA/Los-Angeles/8461-Truxton-Ave-90045/home/6610049,CRMLS,RS23166558,N,Y,33.9610108,-118.3937645
MLS Listing,,Single Family Residential,6527 W 85th St,Los Angeles,CA,90045,1895000,4,3.0,Westchester,2144,6087,1943,11,884,2,Active,,,https://www.redfin.com/CA/Los-Angeles/6527-W-85th-St-90045/home/6611300,TheMLS,23-309621,N,Y,33.9614601,-118.4026075
MLS Listing,,Single Family Residential,7727 Cowan Ave,Los Angeles,CA,90045,1995000,4,3.0,Westchester,2166,7519,1951,12,921,2,Active,,,https://www.redfin.com/CA/Los-Angeles/7727-Cowan-Ave-90045/home/6613729,TheMLS,23-310437,N,Y,33.9715528,-118.4044666
MLS Listing,,Single Family Residential,6406 W 84th St,Los Angeles,CA,90045,2345000,4,4.0,Westchester,2742,6091,2023,12,855,2,Active,,,https://www.redfin.com/CA/Los-Angeles/6406-W-84th-St-90045/home/6611719,TheMLS,23-311685,N,Y,33.962765,-118.3993273
MLS Listing,,Single Family Residential,6071 W 75th Pl,Los Angeles,CA,90045,1498000,3,2.5,Westchester,1732,9819,1947,13,865,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/6071-W-75th-Pl-90045/home/6606329,TheMLS,23-308767,N,Y,33.9724102,-118.3914609
MLS Listing,,Single Family Residential,8134 Georgetown Ave,Los Angeles,CA,90045,1525000,3,2.0,Westchester,1400,5249,1950,13,1089,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/8134-Georgetown-Ave-90045/home/6617549,TheMLS,23-309291,N,Y,33.9635991,-118.4133666
MLS Listing,,Single Family Residential,7742 Isis Ave,Los Angeles,CA,90045,2249995,4,4.5,Westchester,2685,5801,2023,14,838,,Active,,,https://www.redfin.com/CA/Los-Angeles/7742-Isis-Ave-90045/home/6639430,TheMLS,23-310149,N,Y,33.966464,-118.3759501
MLS Listing,,Single Family Residential,8021 Dunbarton Ave,Los Angeles,CA,90045,2995000,4,4.0,Westchester,2979,5713,2023,14,1005,,Active,,,https://www.redfin.com/CA/Los-Angeles/8021-Dunbarton-Ave-90045/home/6619155,TheMLS,23-308553,N,Y,33.9664654,-118.4078783
MLS Listing,,Single Family Residential,8335 Fordham Rd,Los Angeles,CA,90045,1050000,2,1.5,Westchester,1164,5003,1948,14,902,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/8335-Fordham-Rd-90045/home/6620282,TheMLS,23-300317,N,Y,33.9621882,-118.4190301
MLS Listing,,Single Family Residential,7878 Naylor Ave,Los Angeles,CA,90045,1595000,3,2.0,Westchester,1456,6041,1944,18,1095,,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/7878-Naylor-Ave-90045/home/6607176,TheMLS,23-309373,N,Y,33.9676111,-118.3949923
MLS Listing,,Single Family Residential,7520 Piper Pl,Westchester,CA,90045,1695000,3,3.0,Westchester,1837,9756,1950,19,923,,Active,,,https://www.redfin.com/CA/Westchester/7520-Piper-Pl-90045/home/6602786,TheMLS,23-307711,N,Y,33.972588,-118.3838804
MLS Listing,,Single Family Residential,7200 W 88th Pl,Los Angeles,CA,90045,1799000,5,3.0,Westchester,2605,7078,1953,19,691,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/7200-W-88th-Pl-90045/home/6633594,TheMLS,23-308275,N,Y,33.9571695,-118.4196077
MLS Listing,,Single Family Residential,6350 W 79th St,Los Angeles,CA,90045,2899000,6,5.0,Westchester,3182,10891,1951,19,911,2,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/6350-W-79th-St-90045/home/6612792,TheMLS,23-307937,N,Y,33.9695436,-118.3983379
MLS Listing,,Single Family Residential,8107 Vicksburg Ave,Los Angeles,CA,90045,2099000,4,3.5,Westchester,2280,6000,1941,19,921,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/8107-Vicksburg-Ave-90045/home/6608149,TheMLS,23-289215,N,Y,33.9648759,-118.3947022
MLS Listing,,Multi-Family (2-4 Unit),8325 Barnsley Ave,Los Angeles,CA,90045,1350000,4,3.0,Westchester,1852,7809,1948,19,729,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/8325-Barnsley-Ave-90045/home/6636769,TheMLS,23-301379,N,Y,33.9626872,-118.3850788
MLS Listing,,Single Family Residential,8207 Osage Ave,Westchester,CA,90045,1749999,4,2.5,C29 - Westchester,2099,5549,1946,20,834,,Active,September-30-2023 11:00 AM,September-30-2023 12:00 PM,https://www.redfin.com/CA/Los-Angeles/8207-Osage-Ave-90045/home/6605965,CRMLS,RS23166066,N,Y,33.9640138,-118.3789558
MLS Listing,,Single Family Residential,7445 W 80th St,Los Angeles,CA,90045,3199000,5,5.0,Westchester,4201,9398,2006,20,761,360,Pre On-Market,,,https://www.redfin.com/CA/Los-Angeles/7445-W-80th-St-90045/home/17238556,TheMLS,23-307765,N,Y,33.9640111,-118.4274128
MLS Listing,,Single Family Residential,6416 W 82nd St,Los Angeles,CA,90045,3495000,5,4.5,Westchester,3534,6111,2023,20,989,2,Active,,,https://www.redfin.com/CA/Los-Angeles/6416-W-82nd-St-90045/home/6611948,TheMLS,23-306207,N,Y,33.9644484,-118.3996589
MLS Listing,,Single Family Residential,8414 Bleriot Ave,Westchester,CA,90045,1995000,3,3.0,C29 - Westchester,2600,6003,1943,26,767,,Active,,,https://www.redfin.com/CA/Los-Angeles/8414-Bleriot-Ave-90045/home/6609838,CRMLS,PW23158647,N,Y,33.9618492,-118.391275
PAST SALE,August-13-2002,Single Family Residential,8020 El Manor Ave,Los Angeles,CA,90045,1795000,2,2.5,Westchester,1888,7309,1950,27,951,2,Pending,,,https://www.redfin.com/CA/Los-Angeles/8020-El-Manor-Ave-90045/home/6612975,TheMLS,23-305547,N,Y,33.9685585,-118.4006496
MLS Listing,,Condo/Co-op,8650 Belford Ave Unit A226,Los Angeles,CA,90045,635000,3,2.0,Westchester,1167,102539,1968,27,544,358,Active,,,https://www.redfin.com/CA/Los-Angeles/8650-Belford-Ave-90045/unit-A226/home/6637401,TheMLS,23-306135,N,Y,33.9584664,-118.3838562
MLS Listing,,Single Family Residential,7855 Naylor Ave,Los Angeles,CA,90045,1395000,3,2.0,Westchester,1407,7086,1944,31,991,,Active,October-1-2023 02:00 AM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/7855-Naylor-Ave-90045/home/6607126,TheMLS,23-298593,N,Y,33.9683715,-118.3952987
MLS Listing,,Townhouse,7920 Anise Ave #2,Los Angeles,CA,90045,1025000,2,2.5,Westchester,1676,12935,1987,32,612,400,Contingent,,,https://www.redfin.com/CA/Los-Angeles/7920-Anise-Ave-90045/unit-2/home/6613852,TheMLS,23-295431,N,Y,33.9697531,-118.4048526
MLS Listing,,Single Family Residential,8421 Gonzaga Ave,Los Angeles,CA,90045,1599000,3,2.0,Westchester,1840,5000,1943,32,869,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/8421-Gonzaga-Ave-90045/home/6620219,TheMLS,23-296541,N,Y,33.9610241,-118.41817
MLS Listing,,Single Family Residential,7843 El Manor Ave,Los Angeles,CA,90045,1749000,3,2.0,Westchester,1488,6311,1949,33,1175,2,Contingent,,,https://www.redfin.com/CA/Los-Angeles/7843-El-Manor-Ave-90045/home/6613173,TheMLS,23-302723,N,Y,33.9710134,-118.4010569
MLS Listing,,Single Family Residential,8011 Dunfield Ave,Los Angeles,CA,90045,2495000,5,3.0,Westchester,2920,10637,1950,36,854,2,Active,,,https://www.redfin.com/CA/Los-Angeles/8011-Dunfield-Ave-90045/home/6612944,TheMLS,23-302895,N,Y,33.9686576,-118.4002909
MLS Listing,,Condo/Co-op,8710 Belford Ave Unit 215B,Los Angeles,CA,90045,530000,2,2.0,106 - Los Angeles,929,,1968,36,571,278,Active,,,https://www.redfin.com/CA/Los-Angeles/8710-Belford-Ave-90045/unit-215B/home/6637473,CRMLS,PTP2304078,N,Y,33.9579574,-118.3838235
MLS Listing,,Single Family Residential,5400 W 76th St,Westchester,CA,90045,1549000,4,3.0,C29 - Westchester,1706,5434,1950,38,908,,Active,,,https://www.redfin.com/CA/Los-Angeles/5400-W-76th-St-90045/home/6639110,CRMLS,PW23155669,N,Y,33.9677256,-118.3745222
MLS Listing,,Single Family Residential,6522 W 87th St,Los Angeles,CA,90045,1195000,3,1.0,Westchester,1061,5847,1944,40,1126,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/6522-W-87th-St-90045/home/6634740,TheMLS,23-275233,N,Y,33.9584187,-118.4025627
MLS Listing,,Single Family Residential,7806 Toland Ave,Westchester,CA,90045,1650000,3,2.5,C29 - Westchester,2409,5770,1950,41,685,,Active,,,https://www.redfin.com/CA/Los-Angeles/7806-Toland-Ave-90045/home/6639309,CRMLS,AR23143946,N,Y,33.9659875,-118.3744347
MLS Listing,,Single Family Residential,6457 Riggs Pl,Los Angeles,CA,90045,3699000,5,5.0,Westchester,3121,15005,1951,41,1185,25,Active,,,https://www.redfin.com/CA/Los-Angeles/6457-Riggs-Pl-90045/home/6615629,TheMLS,23-298435,N,Y,33.9798449,-118.3995105
MLS Listing,,Condo/Co-op,7100 Alvern St #219,Los Angeles,CA,90045,749000,2,2.0,Westchester,1140,29705,2010,41,657,485,Active,,,https://www.redfin.com/CA/Los-Angeles/7100-Alvern-St-90045/unit-219/home/40388874,TheMLS,23-301149,N,Y,33.9749728,-118.3771505
MLS Listing,,Single Family Residential,7455 McConnell Ave,Westchester,CA,90045,1649000,6,5.5,C29 - Westchester,4800,15077,1954,42,344,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/7455-McConnell-Ave-90045/home/6616863,CRMLS,SB23149240,N,Y,33.9738738,-118.4130975
MLS Listing,,Single Family Residential,7127 Knowlton Pl,Los Angeles,CA,90045,1399000,3,2.0,Westchester,1466,6068,1951,43,954,,Active,,,https://www.redfin.com/CA/Los-Angeles/7127-Knowlton-Pl-90045/home/6601065,TheMLS,23-296873,N,Y,33.9714701,-118.3715567
MLS Listing,,Single Family Residential,6080 W 82nd St,Los Angeles,CA,90045,1775000,4,2.5,Westchester,2327,7801,1942,45,763,,Active,,,https://www.redfin.com/CA/Los-Angeles/6080-W-82nd-St-90045/home/79040454,TheMLS,23-300341,N,Y,33.9638278,-118.3916898
MLS Listing,,Single Family Residential,7607 Flight Ave,Los Angeles,CA,90045,3495000,5,4.0,Westchester,3593,6723,2019,45,973,,Active,,,https://www.redfin.com/CA/Los-Angeles/7607-Flight-Ave-90045/home/6603471,TheMLS,23-299687,N,Y,33.9693718,-118.3820287
MLS Listing,,Single Family Residential,7812 Hindry Ave,Los Angeles,CA,90045,971750,2,1.0,Westchester,804,5609,1950,47,1209,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/7812-Hindry-Ave-90045/home/6639223,TheMLS,23-298581,N,Y,33.9655184,-118.3734301
MLS Listing,,Single Family Residential,7510 Denrock Ave,Los Angeles,CA,90045,2995000,5,4.5,Westchester,3729,5997,1950,47,803,2,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/7510-Denrock-Ave-90045/home/6615817,TheMLS,23-286953,N,Y,33.9725472,-118.4081636
MLS Listing,,Single Family Residential,8875 Earhart Ave,Los Angeles,CA,90045,1396000,3,3.0,Westchester,1624,5912,1942,48,860,,Active,,,https://www.redfin.com/CA/Los-Angeles/8875-Earhart-Ave-90045/home/6635364,TheMLS,23-299397,N,Y,33.9562856,-118.3928732
MLS Listing,,Single Family Residential,7907 Croydon Ave,Westchester,CA,90045,1250000,3,2.0,C29 - Westchester,1446,6654,1942,50,864,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/7907-Croydon-Ave-90045/home/6608388,CRMLS,PW23144061,N,Y,33.9663557,-118.3926557
MLS Listing,,Single Family Residential,7212 W 91st St,Los Angeles,CA,90045,1275000,3,1.0,C29 - Westchester,1380,6601,1952,53,924,,Active,,,https://www.redfin.com/CA/Los-Angeles/7212-W-91st-St-90045/home/6633720,CRMLS,SB23144786,N,Y,33.9549911,-118.4202794
MLS Listing,,Multi-Family (2-4 Unit),7113 S La Cienega Blvd,Los Angeles,CA,90045,3198000,11,11.0,C29 - Westchester,5278,6574,2018,53,606,,Active,,,https://www.redfin.com/CA/Los-Angeles/7113-S-La-Cienega-Blvd-90045/home/6600762,CRMLS,SB23094231,N,Y,33.9720395,-118.3705208
MLS Listing,,Multi-Family (2-4 Unit),9038 Reading Ave,Los Angeles,CA,90045,1250000,4,3.0,Westchester,2364,6821,1950,56,529,,Active,,,https://www.redfin.com/CA/Los-Angeles/9038-Reading-Ave-90045/home/6636916,TheMLS,23-296099,N,Y,33.954016,-118.381271
MLS Listing,,Multi-Family (2-4 Unit),9030 Reading Ave,Los Angeles,CA,90045,1250000,3,3.0,Westchester,1800,6819,1950,56,694,,Active,,,https://www.redfin.com/CA/Los-Angeles/9030-Reading-Ave-90045/home/6636919,TheMLS,23-296055,N,Y,33.954213,-118.3813247
MLS Listing,,Multi-Family (2-4 Unit),8330 Kittyhawk Ave,Westchester,CA,90045,1375000,4,2.0,C29 - Westchester,1855,7214,1944,64,741,,Active,,,https://www.redfin.com/CA/Los-Angeles/8330-Kittyhawk-Ave-90045/home/6609185,CRMLS,SB23136022,N,Y,33.9628567,-118.3868269
PAST SALE,March-13-1975,Single Family Residential,7230 W 80th St,Westchester,CA,90045,1299999,3,2.0,C29 - Westchester,1628,5784,1950,66,799,,Pending,,,https://www.redfin.com/CA/Los-Angeles/7230-W-80th-St-90045/home/6620667,CRMLS,SB23122445,N,Y,33.9654622,-118.4201543
MLS Listing,,Condo/Co-op,8710 Belford Ave Unit 126B,Los Angeles,CA,90045,444900,1,1.0,C29 - Westchester,613,102539,1968,68,726,277,Active,,,https://www.redfin.com/CA/Los-Angeles/8710-Belford-Ave-90045/unit-126B/home/6637292,CRMLS,SB23131790,N,Y,33.9579574,-118.3838235
MLS Listing,,Single Family Residential,6573 Kentwood Bluffs Dr,Los Angeles,CA,90045,2249000,4,3.0,Westchester,2632,7087,1993,69,854,2,Contingent,,,https://www.redfin.com/CA/Los-Angeles/6573-Kentwood-Bluffs-Dr-90045/home/6725177,TheMLS,23-292505,N,Y,33.9794999,-118.4014999
MLS Listing,,Single Family Residential,7410 Ogelsby Ave,Los Angeles,CA,90045,2600000,5,4.0,C29 - Westchester,3184,6301,1979,70,817,2,Active,,,https://www.redfin.com/CA/Los-Angeles/7410-Ogelsby-Ave-90045/home/6615387,CRMLS,NP23125447,N,Y,33.9753107,-118.3997424
MLS Listing,,Condo/Co-op,5530 Thornburn St #105,Los Angeles,CA,90045,549000,2,2.0,Westchester,1098,12723,1979,82,500,465,Active,,,https://www.redfin.com/CA/Los-Angeles/5530-Thornburn-St-90045/unit-105/home/6601558,TheMLS,23-287875,N,Y,33.9725317,-118.3768283
MLS Listing,,Single Family Residential,7248 W 90th St,Los Angeles,CA,90045,1599000,4,3.0,Westchester,2103,6601,1952,82,760,,Active,,,https://www.redfin.com/CA/Los-Angeles/7248-W-90th-St-90045/home/6633626,TheMLS,23-286987,N,Y,33.9558449,-118.4203132
MLS Listing,,Single Family Residential,7164 Knowlton Pl,Los Angeles,CA,90045,1400000,3,2.0,C29 - Westchester,1373,12498,1950,91,1020,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/7164-Knowlton-Pl-90045/home/6600953,CRMLS,PW23114588,N,Y,33.970416,-118.3716064
MLS Listing,,Multi-Family (2-4 Unit),5730 W 85th Pl,Los Angeles,CA,90045,1100000,5,3.0,Westchester,2035,7538,1948,110,541,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/5730-W-85th-Pl-90045/home/6636664,TheMLS,23-277417,N,Y,33.9602,-118.381393
MLS Listing,,Multi-Family (2-4 Unit),9044 Reading Ave,Los Angeles,CA,90045,1075000,6,3.0,Westchester,2529,6642,1950,116,425,,Active,,,https://www.redfin.com/CA/Los-Angeles/9044-Reading-Ave-90045/home/6636912,TheMLS,23-271089,N,Y,33.9538497,-118.3813286
MLS Listing,,Multi-Family (2-4 Unit),9037 Ramsgate Ave,Los Angeles,CA,90045,1250000,4,4.0,Westchester,2948,6992,1949,116,424,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/9037-Ramsgate-Ave-90045/home/6636872,TheMLS,23-271079,N,Y,33.9540302,-118.3829313
MLS Listing,,Multi-Family (2-4 Unit),7125 S La Cienega Blvd,Westchester,CA,90045,3499000,12,9.0,C29 - Westchester,5000,6603,2019,117,700,,Active,,,https://www.redfin.com/CA/Los-Angeles/7125-S-La-Cienega-Blvd-90045/home/6600769,CRMLS,SB23096433,N,Y,33.9717458,-118.3704681
MLS Listing,,Multi-Family (2-4 Unit),9043 Ramsgate Ave,Los Angeles,CA,90045,1250000,4,4.0,Westchester,2948,6880,1949,125,424,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/9043-Ramsgate-Ave-90045/home/6636875,TheMLS,23-271477,N,Y,33.9538706,-118.3829373
PAST SALE,September-19-2017,Multi-Family (5+ Unit),8922 Reading Ave,Los Angeles,CA,90045,2450000,16,8.0,Westchester,7084,13764,1951,129,346,,Pending,,,https://www.redfin.com/CA/Los-Angeles/8922-Reading-Ave-90045/home/6637758,TheMLS,23-260239,N,Y,33.9558569,-118.3812789
MLS Listing,,Multi-Family (2-4 Unit),6757 W 86th Pl,Los Angeles,CA,90045,1100000,4,2.0,Westchester,1482,7148,1947,130,742,,Active,,,https://www.redfin.com/CA/Los-Angeles/6757-W-86th-Pl-90045/home/6634836,TheMLS,23-267543,N,Y,33.9596357,-118.4085401
MLS Listing,,Single Family Residential,6349 W 78th St,Los Angeles,CA,90045,3995000,5,7.0,Westchester,4100,11859,1951,132,974,2,Contingent,,,https://www.redfin.com/CA/Los-Angeles/6349-W-78th-St-90045/home/6612462,TheMLS,23-270775,N,Y,33.9712153,-118.3979886
MLS Listing,,Multi-Family (2-4 Unit),8911 Ramsgate Ave,Los Angeles,CA,90045,2500000,8,4.0,Westchester,3382,14079,1949,162,739,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/8911-Ramsgate-Ave-90045/home/173180422,TheMLS,23-260147,N,Y,33.9561603,-118.3829722
MLS Listing,,Multi-Family (5+ Unit),9007 Ramsgate Ave,Los Angeles,CA,90045,2700000,18,8.0,Westchester,7084,13943,1952,162,381,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/9007-Ramsgate-Ave-90045/home/169932640,TheMLS,23-260165,N,Y,33.9549189,-118.382966
MLS Listing,,Multi-Family (2-4 Unit),9033 Ramsgate Ave,Los Angeles,CA,90045,1250000,4,4.0,Westchester,2948,6985,1950,162,424,,Contingent,,,https://www.redfin.com/CA/Los-Angeles/9033-Ramsgate-Ave-90045/home/6636865,TheMLS,23-260199,N,Y,33.9541538,-118.382924
MLS Listing,,Single Family Residential,5966 Abernathy Dr,Los Angeles,CA,90045,4590000,6,6.5,Westchester,5463,13837,2015,164,840,,Active,,,https://www.redfin.com/CA/Los-Angeles/5966-Abernathy-Dr-90045/home/6603805,TheMLS,23-258137,N,Y,33.9713533,-118.3875363
MLS Listing,,Single Family Residential,7779 Veragua Dr,Playa Del Rey,CA,90293,3995000,4,4.0,Playa Del Rey,5115,5210,2007,201,781,,Active,,,https://www.redfin.com/CA/Playa-del-Rey/7779-Veragua-Dr-90293/home/17244567,TheMLS,23-248097,N,Y,33.9648682,-118.4338588
MLS Listing,,Multi-Family (2-4 Unit),9025 Reading Ave,Los Angeles,CA,90045,1325000,7,6.0,Westchester,3423,7006,1950,224,387,,Active,,,https://www.redfin.com/CA/Los-Angeles/9025-Reading-Ave-90045/home/6636959,TheMLS,23-241871,N,Y,33.9542786,-118.3819335
