SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,5625 Crescent Park #134,Playa Vista,CA,90094,1695000,3,3.0,Playa Vista,2617,24779,2003,35,648,1266,Active,,,https://www.redfin.com/CA/Playa-Vista/5625-Crescent-Park-W-90094/unit-134/home/8136192,TheMLS,23-296698,N,Y,33.971566,-118.4292121
PAST SALE,November-27-2018,Condo/Co-op,13200 Pacific Promenade #307,Playa Vista,CA,90094,1220000,2,2.0,Playa Vista,1281,68243,2003,36,952,913,Pending,,,https://www.redfin.com/CA/Playa-Vista/13200-Pacific-Promenade-90094/unit-307/home/8136314,TheMLS,23-301355,N,Y,33.9707795,-118.4269437
PAST SALE,,Single Family Residential,12876 Hammock Ln,Playa Vista,CA,90094,3499000,5,5.5,C39 - Playa Vista,3806,16189,2014,42,919,360,Pending,,,https://www.redfin.com/CA/Playa-Vista/12876-Hammock-Ln-90094/home/110093255,CRMLS,SB23148496,N,Y,33.974551,-118.4199846
MLS Listing,,Single Family Residential,6336 Seawalk Dr,Playa Vista,CA,90094,3000000,4,3.5,Playa Vista,3458,16808,2006,54,868,603,Contingent,,,https://www.redfin.com/CA/Playa-Vista/6336-Seawalk-Dr-90094/home/17235554,TheMLS,23-296941,N,Y,33.9703706,-118.4248256
MLS Listing,,Condo/Co-op,12975 Agustin Pl #133,Los Angeles,CA,90094,1299000,3,3.0,Playa Vista,1880,30947,2004,62,691,941,Active,,,https://www.redfin.com/CA/Playa-Vista/12975-Agustin-Pl-90094/unit-133/home/8177889,TheMLS,22-207809,N,Y,33.9747074,-118.4232922
MLS Listing,,Condo/Co-op,5400 Playa Vista Dr #24,Playa Vista,CA,90094,1360000,2,2.5,Playa Vista,1610,55913,2005,67,845,777,Active,,,https://www.redfin.com/CA/Playa-Vista/5400-Playa-Vista-Dr-90094/unit-24/home/17238159,TheMLS,23-286959,N,Y,33.9742688,-118.4273993
MLS Listing,,Townhouse,6010 Celedon Crk #7,Playa Vista,CA,90094,1999000,3,2.5,C39 - Playa Vista,2060,25563,2005,67,970,895,Active,,,https://www.redfin.com/CA/Playa-Vista/6010-Celedon-Crk-90094/unit-7/home/8180942,CRMLS,SR23134174,N,Y,33.9738765,-118.4210778
MLS Listing,,Condo/Co-op,13020 Pacific Promenade #303,Playa Vista,CA,90094,1409999,3,2.0,Playa Vista,1440,80189,2005,71,979,907,Active,,,https://www.redfin.com/CA/Playa-Vista/13020-Pacific-Promenade-90094/unit-303/home/8183413,TheMLS,23-290523,N,Y,33.9725871,-118.4229277
MLS Listing,,Condo/Co-op,12776 Aurora Pl #1,Los Angeles,CA,90094,2645000,4,3.5,Playa Vista,2674,12398,2016,82,989,1125,Active,,,https://www.redfin.com/CA/Los-Angeles/12776-Aurora-Pl-90094/unit-1/home/143517490,TheMLS,23-287893,N,Y,33.9748867,-118.4168856
MLS Listing,,Townhouse,12871 Runway Rd #2,Playa Vista,CA,90094,2660000,4,4.0,Playa Vista,2224,20162,2014,85,1196,895,Active,,,https://www.redfin.com/CA/Playa-Vista/12871-Runway-Rd-90094/unit-2/home/108611860,TheMLS,23-286273,N,Y,33.9753268,-118.4200606
MLS Listing,,Condo/Co-op,5625 Crescent W #107,Playa Vista,CA,90094,1274000,2,2.0,C39 - Playa Vista,1680,39165,2003,99,758,1163,Active,,,https://www.redfin.com/CA/Playa-Vista/5625-Crescent-Park-W-90094/unit-107/home/8136160,CRMLS,DW23108928,N,Y,33.971566,-118.4292121
