SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),2478 Penmar Ave,Venice,CA,90291,7495000,8,7.0,Venice,7700,5357,2018,8,973,,Active,,,https://www.redfin.com/CA/Venice/2478-Penmar-Ave-90291/home/168397765,TheMLS,23-312541,N,Y,33.9930602,-118.4494875
PAST SALE,August-14-2009,Single Family Residential,741 Broadway St,Venice,CA,90291,1950000,3,2.0,Venice,1190,4050,1954,11,1639,,Pending,,,https://www.redfin.com/CA/Venice/741-Broadway-St-90291/home/6742077,TheMLS,23-302783,N,Y,33.9968904,-118.4644665
MLS Listing,,Single Family Residential,822 California Ave,Venice,CA,90291,3885000,4,5.5,Venice,4283,4726,2017,11,907,,Active,,,https://www.redfin.com/CA/Venice/822-California-Ave-90291/home/6743065,TheMLS,23-310781,N,Y,33.9953375,-118.4624956
MLS Listing,,Single Family Residential,429 Sherman Canal,Venice,CA,90291,4390000,3,4.0,Venice,3192,2850,2000,11,1375,,Active,,,https://www.redfin.com/CA/Venice/429-Sherman-Canal-90291/home/6734598,TheMLS,23-311797,N,Y,33.9840329,-118.4647485
MLS Listing,,Single Family Residential,44 Horizon Ave,Venice,CA,90291,2895000,3,4.0,Venice,2218,2230,1983,12,1305,,Active,,,https://www.redfin.com/CA/Venice/44-Horizon-Ave-90291/home/6733977,TheMLS,23-310831,N,Y,33.9886527,-118.4732232
MLS Listing,,Single Family Residential,1517 Linden Ave,Venice,CA,90291,4295000,4,3.0,Venice,2574,5403,,12,1669,,Active,,,https://www.redfin.com/CA/Venice/1517-Linden-Ave-90291/home/6743126,TheMLS,23-311477,N,Y,33.995648,-118.4603621
MLS Listing,,Single Family Residential,3001 Grand Canal,Venice,CA,90291,3575000,4,3.0,Venice,2901,3698,1977,12,1232,,Active,,,https://www.redfin.com/CA/Venice/3001-Grand-Canal-90291/home/6734760,TheMLS,23-310829,N,Y,33.98064,-118.4654899
MLS Listing,,Single Family Residential,911 Milwood Ave,Venice,CA,90291,4295000,4,4.0,Venice,3374,4375,1922,12,1273,,Active,,,https://www.redfin.com/CA/Venice/911-Milwood-Ave-90291/home/6743110,TheMLS,23-310929,N,Y,33.9962884,-118.4611907
MLS Listing,,Single Family Residential,213 Horizon Ave,Venice,CA,90291,4395000,4,4.0,Venice,3566,3061,2019,13,1232,,Active,,,https://www.redfin.com/CA/Venice/213-Horizon-Ave-90291/home/170645691,TheMLS,23-310449,N,Y,33.989811,-118.47168
MLS Listing,,Multi-Family (2-4 Unit),2300 Oakwood Ave,Venice,CA,90291,2150000,4,4.0,Venice,1864,3801,1952,13,1153,,Active,,,https://www.redfin.com/CA/Venice/2300-Oakwood-Ave-90291/home/6740719,TheMLS,23-310935,N,Y,33.9917032,-118.4566063
MLS Listing,,Single Family Residential,762 California Ave,Venice,CA,90291,3800000,5,6.0,Venice,3563,5393,1923,13,1067,,Active,,,https://www.redfin.com/CA/Venice/762-California-Ave-90291/home/6743053,TheMLS,23-310785,N,Y,33.9944962,-118.4632292
MLS Listing,,Single Family Residential,2450 Glencoe Ave,Venice,CA,90291,4222222,5,5.0,Venice,3230,5842,2017,13,1307,,Active,,,https://www.redfin.com/CA/Venice/2450-Glencoe-Ave-90291/home/6739973,TheMLS,23-310775,N,Y,33.995641,-118.4460867
MLS Listing,,Multi-Family (2-4 Unit),712 Vernon Ave,Venice,CA,90291,1890000,4,3.0,C11 - Venice,1512,5402,1927,13,1250,,Active,,,https://www.redfin.com/CA/Venice/712-Vernon-Ave-90291/home/6741807,CRMLS,TR23171290,N,Y,33.998123,-118.4669727
PAST SALE,July-25-1975,Single Family Residential,2416 Clement Ave,Venice,CA,90291,1550000,3,2.0,Venice,1300,3603,1963,14,1192,,Pending,,,https://www.redfin.com/CA/Venice/2416-Clement-Ave-90291/home/6735245,TheMLS,23-307343,N,Y,33.9858487,-118.4608702
MLS Listing,,Multi-Family (2-4 Unit),609 Victoria Ave,Venice,CA,90291,3295000,4,4.0,Venice,2034,5458,1963,15,1620,,Pre On-Market,,,https://www.redfin.com/CA/Venice/609-Victoria-Ave-90291/home/180090155,TheMLS,23-309272,N,Y,33.9897717,-118.4585939
MLS Listing,,Single Family Residential,809 Angelus Pl,Venice,CA,90291,1649500,3,2.0,Venice,1556,4201,1962,17,1060,,Contingent,,,https://www.redfin.com/CA/Venice/809-Angelus-Pl-90291/home/6740880,TheMLS,23-309429,N,Y,33.990656,-118.4544731
MLS Listing,,Single Family Residential,335 5th Ave,Venice,CA,90291,2099000,3,2.0,Venice,1700,5268,1913,17,1235,,Active,,,https://www.redfin.com/CA/Venice/335-5th-Ave-90291/home/6742672,TheMLS,23-307969,N,Y,33.9970925,-118.4734898
MLS Listing,,Single Family Residential,2411 Ocean Ave,Venice,CA,90291,2688000,5,3.0,Venice,2424,2701,2007,18,1109,,Active,,,https://www.redfin.com/CA/Venice/2411-Ocean-Ave-90291/home/6734644,TheMLS,23-309587,N,Y,33.985387,-118.4638665
MLS Listing,,Single Family Residential,934 Amoroso Pl,Venice,CA,90291,3495000,4,3.5,Venice,2556,3594,2018,18,1367,,Active,,,https://www.redfin.com/CA/Venice/934-Amoroso-Pl-90291/home/6743722,TheMLS,23-307733,N,Y,33.9950205,-118.4566384
MLS Listing,,Single Family Residential,341 5th Ave,Venice,CA,90291,4395000,6,3.0,Venice,4000,5269,1921,18,1099,,Active,,,https://www.redfin.com/CA/Venice/341-5th-Ave-90291/home/6742673,TheMLS,23-309465,N,Y,33.9969559,-118.4734159
MLS Listing,,Condo/Co-op,235 Main St #219,Venice,CA,90291,1220000,2,2.0,Venice,1188,73379,1989,18,1027,703,Active,,,https://www.redfin.com/CA/Venice/235-Main-St-90291/unit-219/home/6776836,TheMLS,23-309313,N,Y,33.9969631,-118.4788778
MLS Listing,,Single Family Residential,2611 Ocean Front Walk,Venice,CA,90291,15000000,6,5.0,Venice,4908,3240,2015,18,3056,,Active,,,https://www.redfin.com/CA/Venice/2611-Ocean-Front-Walk-90291/home/6734166,TheMLS,23-305467,N,Y,33.9814085,-118.468671
MLS Listing,,Single Family Residential,1016 Nowita Pl,Venice,CA,90291,1695000,2,1.5,Venice,1283,4778,1923,18,1321,,Active,,,https://www.redfin.com/CA/Venice/1016-Nowita-Pl-90291/home/6744080,TheMLS,23-309269,N,Y,33.9972028,-118.4576824
MLS Listing,,Single Family Residential,210 Dimmick Ave,Venice,CA,90291,1999000,3,2.0,C11 - Venice,1450,4133,1941,18,1379,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Venice/210-Dimmick-Ave-90291/home/6742558,CRMLS,SB23166605,N,Y,34.0001661,-118.4739189
MLS Listing,,Multi-Family (2-4 Unit),712 6th Ave,Venice,CA,90291,2389000,8,4.0,C11 - Venice,3192,5658,1953,18,748,,Active,,,https://www.redfin.com/CA/Venice/712-6th-Ave-90291/home/179566325,CRMLS,SB23164954,N,Y,33.9966875,-118.4695194
MLS Listing,,Single Family Residential,1620 Glyndon Ave,Venice,CA,90291,1988888,2,2.0,C11 - Venice,1170,3657,1951,19,1700,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Venice/1620-Glyndon-Ave-90291/home/6745679,CRMLS,OC23165592,N,Y,34.0042873,-118.4554032
MLS Listing,,Single Family Residential,1403 Oakwood Ave,Venice,CA,90291,2400000,4,4.0,Venice,1799,5974,1920,19,1334,,Active,,,https://www.redfin.com/CA/Venice/1403-Oakwood-Ave-90291/home/6743054,TheMLS,23-300993,N,Y,33.9945025,-118.4630055
MLS Listing,,Single Family Residential,611 Santa Clara Ave,Venice,CA,90291,3695000,5,3.5,Venice,3255,5169,2011,19,1135,,Active,,,https://www.redfin.com/CA/Venice/611-Santa-Clara-Ave-90291/home/6742383,TheMLS,23-308424,N,Y,33.9928246,-118.4663734
MLS Listing,,Multi-Family (5+ Unit),240 3rd Ave,Venice,CA,90291,3990000,4,8.0,Venice,3288,6188,1956,19,1214,,Active,,,https://www.redfin.com/CA/Venice/240-3rd-Ave-90291/home/6776549,TheMLS,23-308773,N,Y,33.9977237,-118.476425
MLS Listing,,Multi-Family (2-4 Unit),19 30th Ave,Venice,CA,90291,2095000,2,2.0,Venice,1200,2644,1948,20,1746,,Active,,,https://www.redfin.com/CA/Venice/19-30th-Ave-90291/home/6734237,TheMLS,23-308569,N,Y,33.9800279,-118.466758
MLS Listing,,Multi-Family (2-4 Unit),405 Howland Canal,Venice,CA,90291,2785000,4,2.0,Venice,1854,2851,1921,20,1502,,Active,,,https://www.redfin.com/CA/Venice/405-Howland-Canal-90291/home/6734471,TheMLS,23-308557,N,Y,33.9843555,-118.4660192
MLS Listing,,Single Family Residential,2036 Glyndon Ave,Venice,CA,90291,1699000,3,2.0,Venice,1265,5440,1957,20,1343,,Contingent,,,https://www.redfin.com/CA/Venice/2036-Glyndon-Ave-90291/home/6744266,TheMLS,23-308227,N,Y,34.0000863,-118.4521118
PAST SALE,January-12-1978,Single Family Residential,2307 Louella Ave,Venice,CA,90291,1949000,3,2.0,Venice,1240,6107,1973,21,1572,,Pending,,,https://www.redfin.com/CA/Venice/2307-Louella-Ave-90291/home/6744599,TheMLS,23-292965,N,Y,33.9974177,-118.4493738
MLS Listing,,Multi-Family (2-4 Unit),1805 Shell Ave,Venice,CA,90291,1850000,3,3.0,C11 - Venice,1426,4156,1954,21,1297,,Active,,,https://www.redfin.com/CA/Venice/1805-Shell-Ave-90291/home/6743652,CRMLS,PW23165671,N,Y,33.991079,-118.4607345
MLS Listing,,Multi-Family (2-4 Unit),17 Sunset Ave,Venice,CA,90291,4200000,8,4.0,Venice,2880,3664,1965,21,1458,,Active,,,https://www.redfin.com/CA/Venice/17-Sunset-Ave-90291/home/6777003,TheMLS,23-305865,N,Y,33.9930788,-118.4782873
MLS Listing,,Single Family Residential,330 Venice Way,Venice,CA,90291,2395000,3,3.0,Venice,,2285,1952,26,,,Active,,,https://www.redfin.com/CA/Venice/330-Venice-Way-90291/home/6741647,TheMLS,23-305315,N,Y,33.987165,-118.468736
MLS Listing,,Single Family Residential,22 Dudley Ave,Venice,CA,90291,2935000,4,3.5,Venice,1850,3750,1907,26,1586,,Active,,,https://www.redfin.com/CA/Venice/22-Dudley-Ave-90291/home/6776975,TheMLS,23-301977,N,Y,33.9942063,-118.4791313
MLS Listing,,Single Family Residential,442 Sherman Canal,Venice,CA,90291,6725000,4,4.5,Venice,4250,2850,2023,27,1582,,Active,,,https://www.redfin.com/CA/Venice/442-Sherman-Canal-90291/home/6734654,TheMLS,23-306147,N,Y,33.9839473,-118.4641792
MLS Listing,,Multi-Family (5+ Unit),14 Ozone Ave,Venice,CA,90291,4600000,9,10.0,C11 - Venice,4693,3049,1973,27,980,,Active,,,https://www.redfin.com/CA/Venice/14-Ozone-Ave-90291/home/6776917,CRMLS,OC23160975,N,Y,33.9953514,-118.4804436
MLS Listing,,Single Family Residential,1346 Abbot Kinney Blvd,Venice,CA,90291,10450000,4,3.5,Venice,3989,2698,,27,2620,,Active,,,https://www.redfin.com/CA/Venice/1346-Abbot-Kinney-Blvd-90291/home/22130314,TheMLS,23-306025,N,Y,33.9905741,-118.4665735
MLS Listing,,Single Family Residential,2457 Glyndon Ave,Venice,CA,90291,1350000,2,1.0,Venice,882,5849,1923,27,1531,,Contingent,,,https://www.redfin.com/CA/Venice/2457-Glyndon-Ave-90291/home/6739864,TheMLS,23-306065,N,Y,33.994263,-118.4483006
MLS Listing,,Single Family Residential,643 Vernon Ave,Venice,CA,90291,1999999,1,2.0,Venice,1368,4802,1923,27,1462,,Active,,,https://www.redfin.com/CA/Venice/643-Vernon-Ave-90291/home/6742856,TheMLS,23-305526,N,Y,33.9977403,-118.4687208
MLS Listing,,Multi-Family (2-4 Unit),2407 Glencoe Ave,Venice,CA,90291,1700000,3,2.0,Venice,2039,5964,1921,27,834,,Active,,,https://www.redfin.com/CA/Venice/2407-Glencoe-Ave-90291/home/6739878,TheMLS,23-299803,N,Y,33.9963935,-118.4472326
MLS Listing,,Single Family Residential,1210 Morningside Way,Venice,CA,90291,8500000,5,6.5,C11 - Venice,8091,10858,2020,28,1051,,Active,,,https://www.redfin.com/CA/Venice/1210-Morningside-Way-90291/home/6745672,CRMLS,PW23158007,N,Y,34.0036507,-118.4573881
MLS Listing,,Single Family Residential,1325 Walgrove Ave,Los Angeles,CA,90066,1825000,3,2.0,Venice,1708,5134,1960,29,1069,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Los-Angeles/1325-Walgrove-Ave-90066/home/6745161,TheMLS,23-304909,N,Y,34.0091823,-118.4560607
MLS Listing,,Multi-Family (2-4 Unit),312 Market St,Venice,CA,90291,1895000,4,2.0,Venice,1960,2848,1938,32,967,,Active,,,https://www.redfin.com/CA/Venice/312-Market-St-90291/home/6741336,TheMLS,23-304725,N,Y,33.9899366,-118.4693685
MLS Listing,,Multi-Family (5+ Unit),515 Santa Clara Ave,Venice,CA,90291,2295000,0,6.0,C11 - Venice,2268,5210,1923,33,1012,,Contingent,,,https://www.redfin.com/CA/Venice/515-Santa-Clara-Ave-90291/home/6742409,CRMLS,TR23158495,N,Y,33.9921473,-118.4676007
MLS Listing,,Single Family Residential,961 Vernon Ave,Venice,CA,90291,3750000,5,4.5,Venice,3996,6576,1960,35,938,,Active,,,https://www.redfin.com/CA/Venice/961-Vernon-Ave-90291/home/6745068,TheMLS,23-301659,N,Y,34.0014499,-118.4635623
MLS Listing,,Single Family Residential,2818-1/2 Abbot Kinney Blvd,Venice,CA,90291,1635000,3,3.0,Venice,1600,3003,1954,36,1022,,Active,,,https://www.redfin.com/CA/Venice/2818-1-2-Abbot-Kinney-Blvd-90291/home/187224043,TheMLS,23-302447,N,Y,33.9899135,-118.4637973
MLS Listing,,Single Family Residential,918 Indiana Ave,Venice,CA,90291,2295000,4,3.0,Venice,2052,4809,1962,37,1118,,Active,,,https://www.redfin.com/CA/Venice/918-Indiana-Ave-90291/home/6745135,TheMLS,23-301313,N,Y,33.9997253,-118.4629927
MLS Listing,,Single Family Residential,621 Mildred Ave,Venice,CA,90291,3995000,3,4.0,Venice,2766,2001,2016,40,1444,,Active,,,https://www.redfin.com/CA/Venice/621-Mildred-Ave-90291/home/22332227,TheMLS,23-294641,N,Y,33.9872622,-118.4633763
PAST SALE,April-5-2022,Single Family Residential,2453 Louella Ave,Venice,CA,90291,3195000,4,4.0,Venice,3009,5849,1922,41,1062,,Pending,,,https://www.redfin.com/CA/Venice/2453-Louella-Ave-90291/home/6739902,TheMLS,23-293085,N,Y,33.9948122,-118.4474379
MLS Listing,,Single Family Residential,821 Superba Ave,Venice,CA,90291,3799000,3,2.5,Venice,2419,3144,,41,1570,,Active,,,https://www.redfin.com/CA/Venice/821-Superba-Ave-90291/home/6743415,TheMLS,23-301385,N,Y,33.9938597,-118.4595962
MLS Listing,,Single Family Residential,966 Indiana Ave,Venice,CA,90291,3498000,4,4.5,Venice,3387,4810,2023,41,1033,,Active,,,https://www.redfin.com/CA/Venice/966-Indiana-Ave-90291/home/6745117,TheMLS,23-294191,N,Y,34.0009022,-118.4622646
MLS Listing,,Multi-Family (2-4 Unit),2818 Abbot Kinney Blvd,Venice,CA,90291,1635000,3,3.0,Venice,1600,3003,1954,42,1022,,Active,,,https://www.redfin.com/CA/Venice/2818-Abbot-Kinney-Blvd-90291/home/6741063,TheMLS,23-300573,N,Y,33.9886796,-118.4524879
MLS Listing,,Multi-Family (2-4 Unit),534 Broadway St,Venice,CA,90291,4890000,10,6.0,C11 - Venice,4428,5201,1964,42,1104,,Active,,,https://www.redfin.com/CA/Venice/534-Broadway-St-90291/home/6742210,CRMLS,SR23152122,N,Y,33.9938508,-118.4690751
MLS Listing,,Single Family Residential,809 Brooks Ave,Venice,CA,90291,4688000,6,7.0,Venice,5190,5081,2014,43,903,,Active,,,https://www.redfin.com/CA/Venice/809-Brooks-Ave-90291/home/6741854,TheMLS,23-300405,N,Y,33.9980705,-118.4643443
MLS Listing,,Single Family Residential,2372 Dewey St,Santa Monica,CA,90405,2149000,3,2.0,Santa Monica,1654,5508,1954,43,1299,,Active,,,https://www.redfin.com/CA/Santa-Monica/2372-Dewey-St-90405/home/6745168,TheMLS,23-300703,N,Y,34.0092715,-118.4569464
MLS Listing,,Single Family Residential,411 N Venice Blvd,Venice,CA,90291,3599000,4,2.5,Venice,3687,2851,1991,43,976,,Active,,,https://www.redfin.com/CA/Venice/411-N-Venice-Blvd-90291/home/6741713,TheMLS,23-300721,N,Y,33.986665,-118.4677914
MLS Listing,,Vacant Land,635 San Juan Ave,Venice,CA,90291,1375000,,,Venice,,5222,,43,,,Active,,,https://www.redfin.com/CA/Venice/635-San-Juan-Ave-90291/home/6742327,TheMLS,23-299705,N,Y,33.9939214,-118.4661059
MLS Listing,,Single Family Residential,960 Indiana Ave,Venice,CA,90291,5649000,6,6.5,Venice,5009,7213,2023,44,1128,,Active,October-1-2023 02:00 PM,October-1-2023 05:00 PM,https://www.redfin.com/CA/Venice/960-Indiana-Ave-90291/home/6745118,TheMLS,23-299487,N,Y,34.000698,-118.4622581
PAST SALE,May-31-2019,Single Family Residential,1050 Amoroso Pl,Venice,CA,90291,3950000,4,5.5,Venice,3568,5868,2019,44,1107,,Pending,,,https://www.redfin.com/CA/Venice/1050-Amoroso-Pl-90291/home/6743897,TheMLS,23-298559,N,Y,33.9969072,-118.4548695
MLS Listing,,Single Family Residential,718 Hampton Dr,Venice,CA,90291,1750000,2,1.0,Venice,1083,3177,1953,46,1616,,Active,,,https://www.redfin.com/CA/Venice/718-Hampton-Dr-90291/home/6776607,TheMLS,23-299307,N,Y,33.9938944,-118.474046
MLS Listing,,Townhouse,715 Venice Blvd,Venice,CA,90291,2495000,3,3.0,Venice,2830,,2017,47,882,514,Active,,,https://www.redfin.com/CA/Venice/715-Venice-Blvd-90291/home/144111426,TheMLS,23-298291,N,Y,33.9918074,-118.4577092
MLS Listing,,Townhouse,721 Venice Blvd,Venice,CA,90291,1895000,2,2.5,Venice,2310,,2018,47,820,514,Active,,,https://www.redfin.com/CA/Venice/721-Venice-Blvd-90291/home/169934328,TheMLS,23-297293,N,Y,33.9919426,-118.4576731
MLS Listing,,Multi-Family (2-4 Unit),23 Rose Ave,Venice,CA,90291,1950000,4,4.0,Venice,2644,3111,1952,49,738,,Contingent,,,https://www.redfin.com/CA/Venice/23-Rose-Ave-90291/home/6776920,TheMLS,23-292047,N,Y,33.9952022,-118.4799296
MLS Listing,,Single Family Residential,1061 Nowita Pl,Venice,CA,90291,2995000,4,3.0,Venice,2265,4782,2018,50,1322,,Contingent,,,https://www.redfin.com/CA/Venice/1061-Nowita-Pl-90291/home/6744095,TheMLS,23-298423,N,Y,33.99841,-118.4573093
MLS Listing,,Single Family Residential,2326 Louella Ave,Venice,CA,90291,4299000,5,4.5,Venice,3436,6107,1912,50,1251,,Active,,,https://www.redfin.com/CA/Venice/2326-Louella-Ave-90291/home/6744608,TheMLS,23-292103,N,Y,33.9970642,-118.4485536
MLS Listing,,Multi-Family (2-4 Unit),638 Rose Ave,Venice,CA,90291,2399000,8,4.0,Venice,3040,5277,,52,789,,Active,,,https://www.redfin.com/CA/Venice/638-Rose-Ave-90291/home/6742751,TheMLS,23-293599,N,Y,33.999535,-118.4707513
PAST SALE,,Multi-Family (2-4 Unit),1250 Palms Blvd,Venice,CA,90291,2500000,6,2.0,Venice,2423,10886,1950,52,1032,,Pending,,,https://www.redfin.com/CA/Venice/1250-Palms-Blvd-90291/home/6744169,TheMLS,23-296083,N,Y,34.0014372,-118.4540367
MLS Listing,,Multi-Family (2-4 Unit),560 Westminster Ave,Venice,CA,90291,3295000,4,4.0,Venice,3200,5200,1988,54,1030,,Active,,,https://www.redfin.com/CA/Venice/560-Westminster-Ave-90291/home/6742263,TheMLS,23-294501,N,Y,33.9936309,-118.4678271
MLS Listing,,Multi-Family (2-4 Unit),521 Venice Way,Venice,CA,90291,2999999,4,5.0,Venice,2673,4493,1947,55,1122,,Active,,,https://www.redfin.com/CA/Venice/521-Venice-Way-90291/home/6741582,TheMLS,23-294943,N,Y,33.9877464,-118.4665076
MLS Listing,,Multi-Family (2-4 Unit),718 Vernon Ave,Venice,CA,90291,3145000,5,5.0,Venice,2055,4802,1922,56,1530,,Active,,,https://www.redfin.com/CA/Venice/718-Vernon-Ave-90291/home/6741808,TheMLS,23-296531,N,Y,33.9982428,-118.4668973
